Entity Name,Location,Description,Website
Mimosa Diagnostics,Halifax,"Mimosa Diagnostics develops a handheld imaging device for tissue health assessment. Your expertise in computer vision, multi-spectral imaging, and image analysis is crucial for processing the data from their device. Your experience with mobile health applications and cloud integration supports their point-of-care diagnostic platform for early detection.",https://mimosadiagnostics.com
Adaptiiv,Halifax,"Adaptiiv creates software for 3D printing custom medical accessories for radiation therapy. Your background in 3D modeling, computational geometry, and software development supports their patient-specific design tools. Your experience ensuring software quality and compliance is vital for their medical applications that directly impact patient treatment.",https://adaptiiv.com
Upbeing Inc.,Halifax,"Upbeing uses AI and behavioral analytics to improve mental health and well-being. Your experience with data analytics, machine learning for pattern recognition, and integrating diverse data streams is relevant to their behavioral modeling. Your ability to derive insights from user data supports their mission to promote mental wellness through passive tracking.",https://upbeing.ai
Begin AI,Halifax,"Begin AI focuses on decentralized machine learning and personalization algorithms. Your deep knowledge of ML architectures, distributed systems, and data privacy aligns with their decentralized approach. Your experience optimizing models for efficiency supports their goal of scalable and personalized AI without compromising user data.",https://begin.ai
QRA,Halifax,"QRA provides engineering software using NLP to analyze requirements and reduce risks in complex projects. Your background in systems engineering, requirements analysis, and NLP is directly applicable to their QVscribe tool. Your experience with complex technical documentation ensures their software effectively identifies ambiguity and errors for engineering teams.",https://qracorp.com
Acuicy,Halifax,"Acuicy offers business intelligence and AI analytics for climate action and supply chains. Your experience with data analysis, modeling complex systems, and carbon footprint tracking is relevant to their sustainability platform. Your ability to visualize data and generate actionable insights helps businesses reduce their emissions and make informed decisions.",https://acuicy.com
eOceans,Atlantic Canada,"eOceans provides a platform for collaborative marine research and data analytics. Your background in ocean data, citizen science, and building scalable data platforms supports their community-driven research model. Your experience with geospatial visualization helps researchers track marine trends and species distribution globally.",https://eoceans.app
eosense,Nova Scotia,"eosense manufactures gas flux sensors for environmental monitoring and research. Your expertise in sensor integration, data acquisition, and embedded systems is crucial for their precision measurement devices. Your background in analyzing environmental data supports their climate research and industrial monitoring applications.",https://eosense.com
Joubeh Technologies,Nova Scotia,"Joubeh specializes in satellite IoT and cloud data processing for industrial monitoring. Your experience with Iridium satellite communications, backend development, and sensor networks aligns with their remote monitoring solutions. Your ability to build robust data pipelines ensures reliable data delivery from remote assets to the cloud.",https://joubeh.com
TrueLeaf,Nova Scotia,"TrueLeaf is an AgTech company using ML and IoT sensors to optimize indoor farming. Your expertise in computer vision for plant health monitoring and IoT sensor fusion is directly applicable to their controlled environment agriculture systems. Your experience with data-driven optimization helps maximize crop yields and quality for indoor growers.",https://trueleaf.com
Marport Canada,St. John's,"Marport develops software-defined sonar and underwater sensors for fisheries and defense. Your expertise in signal processing, underwater acoustics, and embedded software is essential for their advanced sonar platforms. Your experience with real-time data processing ensures their sensors deliver accurate information to fishing vessels to improve efficiency.",https://marport.com
eSonar Inc.,St. John's,"eSonar specializes in acoustic telemetry and marine monitoring systems for fisheries. Your background in underwater acoustics, sensor integration, and low-power electronics supports the development of their catch monitoring sensors. Your experience with data visualization allows fishers to interpret complex acoustic data easily for better decision-making.",https://esonar.com
CoLab Software,St. John's,"CoLab provides a design review and issue tracking platform for engineering teams. Your experience with CAD systems, engineering workflows, and collaborative software development makes you a strong advocate for their tool. Your background in resolving design conflicts and managing complex projects aligns with the problems CoLab solves for hardware teams.",https://colabsoftware.com
Verafin,St. John's,"Verafin uses AI and machine learning for fraud detection and anti-money laundering. Your expertise in anomaly detection, pattern recognition, and processing large financial datasets is directly applicable to their security platform. Your experience building scalable cloud-based analysis tools supports their fight against financial crime for banks.",https://verafin.com
Compusult Limited,Mount Pearl,"Compusult offers geospatial software, robotics, and assistive technology. Your broad skillset in GIS, robotics (UGVs), and software development matches their diverse product portfolio. Your experience with sensor fusion and interoperability standards ensures their systems work seamlessly in defense and environmental applications.",https://compusult.com
Atlantiq.ai,St. John's,"Atlantiq.ai focuses on developing and deploying artificial intelligence applications for enterprise. Your comprehensive background in the full AI/ML lifecycle, from data curation to deployment, makes you a versatile asset for their consulting or product teams. Your experience solving real-world problems with AI supports their mission to drive AI adoption across industries.",https://atlantiq.ai
eDNAtec Inc.,St. John's,"eDNAtec performs environmental DNA sequencing and bioinformatics analysis. Your experience with data pipelines, pattern recognition, and processing biological data is relevant to interpreting their genomic sequences. Your ability to apply machine learning to complex biological datasets helps identify species and monitor ecosystem health from water samples.",https://ednatec.com
Mysa,St. John's,"Mysa develops smart thermostats and AI for home energy optimization. Your background in control systems, IoT, and energy efficiency aligns with their smart home products. Your experience with predictive modeling and user behavior analysis supports their goal of reducing energy consumption in residential heating.",https://getmysa.com
Beauceron Security,Fredericton,"Beauceron uses AI to analyze user behavior and improve cybersecurity awareness. Your understanding of behavioral analytics, data security, and risk assessment is relevant to their human-centric security platform. Your experience with training and evaluation metrics helps quantify the reduction in cyber risk for organizations.",https://beauceronsecurity.com
Bulletproof (GLI),Fredericton,"Bulletproof provides cybersecurity and IT compliance services for gaming and enterprise. Your background in securing software pipelines, managing cloud infrastructure, and adhering to regulatory standards supports their enterprise security offerings. Your experience with rigorous testing and validation ensures robust protection for their clients' critical assets.",https://bulletproofsi.com
Smart Skin Technologies,Fredericton,"Smart Skin uses pressure-sensitive sensors and data analytics to reduce production line damage in bottling. Your expertise in sensor fusion, real-time data analysis, and industrial process optimization is directly applicable to their ""digital twin"" containers. Your ability to interpret sensor data helps manufacturers identify and resolve efficiency bottlenecks on the line.",https://smartskintech.com
NeuroAI,Fredericton,"NeuroAI applies analytics to optimize low-carbon technologies and energy systems. Your experience with predictive modeling, simulation, and analyzing complex energy data supports their clean-tech solutions. Your background in optimization algorithms helps improve the performance and integration of renewable energy assets.",https://neuroai.com
DigiBenders,Charlottetown,"DigiBenders leverages generative AI for intelligent business automation. Your experience with foundation models, LLMs, and automating workflows aligns with their service offerings. Your ability to integrate AI into existing business processes helps their clients achieve operational efficiency and modernize their operations.",https://digibenders.com
Starport Managed Services,Charlottetown,"Starport provides managed IT and cybersecurity services for businesses. Your broad technical background in cloud infrastructure, network security, and system administration supports their managed service operations. Your experience with reliable system deployment ensures high uptime and security for their clients.",https://starport.ca
RPM Aerial Services,Newfoundland,"RPM offers aerial LiDAR and photogrammetry for forestry and mining. Your expertise in 3D data processing, point cloud classification, and geospatial analysis is essential for their mapping products. Your ability to automate the processing of aerial data helps deliver timely and accurate surveys to their industrial clients.",https://rpmaerial.com
EcoMarine Technologies,Halifax,"EcoMarine develops AI-driven ROVs like the ""OmniBot"" for hull cleaning and inspection. Your background in underwater robotics, autonomous navigation, and computer vision is directly applicable to their vehicle control systems. Your experience with robotic manipulation ensures effective cleaning and inspection operations on large vessels.",https://ecomarinetech.com
MarineNav Ltd.,PEI,"MarineNav manufactures ROV systems and marine-grade computers. Your experience with ruggedized hardware, systems integration, and ROV control software supports their product development. Your background in ensuring reliability in marine environments aligns with their manufacturing standards for subsea equipment.",https://marinenav.ca
In Nature Robotics,"Hanwell, NB","In Nature Robotics builds solar-powered autonomous airboats for shallow water monitoring. Your expertise in autonomous navigation, obstacle avoidance, and energy-efficient design is crucial for their unique vessel platforms. Your experience with environmental sensing ensures their boats collect accurate data in challenging, shallow-water conditions.",https://innaturerobotics.com
Aurora ROV Systems,"Herring Cove, NS","Aurora develops hybrid AUV/ROV systems for versatile underwater tasks. Your deep knowledge of underwater vehicle dynamics, control systems, and mission planning is directly relevant to their hybrid platforms. Your experience with transitioning between autonomous and remote control modes supports their flexible operational concept.",https://aurorarovsystems.com
Marecomms Inc.,Halifax,"Marecomms specializes in underwater wireless communication technology. Your background in signal processing, acoustics, and reliable data transmission is essential for their underwater modem development. Your experience with subsea networks enables robust communication for underwater assets in challenging acoustic environments.",https://marecomms.com
JASCO Applied Sciences,Halifax/Dartmouth,"JASCO is a leader in underwater acoustics and marine monitoring services. Your expertise in acoustic signal processing, noise modeling, and environmental impact assessment aligns with their core services. Your ability to analyze large acoustic datasets helps protect marine life from industrial noise through data-driven mitigation strategies.",https://jasco.com
Epco Services Inc.,Halifax/St. John's,"Epco provides 3D laser scanning for heritage and industrial sites. Your skills in point cloud processing, 3D modeling, and digital documentation are directly applicable to their preservation work. Your ability to create accurate digital replicas supports the conservation and analysis of historic structures and industrial assets.",https://epcosolutions.net
Terris Earth Intelligence,Fredericton,"Terris uses AI and geospatial data for 3D visualization and asset monitoring. Your expertise in 3D reconstruction, remote sensing, and building digital twins is perfectly matched to their earth intelligence platform. Your experience with creating immersive environments allows users to explore and manage their assets remotely with high fidelity.",https://terris.com
SafeSight Exploration,North Bay,"SafeSight develops underground drones and LiDAR-SLAM for mining inspections. Your deep expertise in SLAM in GPS-denied environments, drone autonomy, and mining applications makes you an ideal fit for their team. Your experience ensuring safety and reliability in hazardous zones supports their mission to keep people out of harm's way during inspections.",https://safesightexploration.com
TesMan,Sudbury,"TesMan builds robotic systems for explosive loading in mines to improve safety. Your background in mining robotics, tele-operation, and hazardous material handling is relevant to their automated loading trucks. Your experience with reliable control systems ensures precise and safe explosive placement in underground environments.",https://tesman.ca
Hard-Line (Hexagon),Sudbury,"Hard-Line is a global leader in mine tele-operation and automation technology. Your expertise in low-latency control, vehicle automation, and network communication is central to their tele-op technology. Your experience with retrofitting heavy machinery for autonomy allows for safer and more productive mining operations globally.",https://hard-line.com
Deep Forestry,North Bay / Regional,"Deep Forestry builds drones for below-canopy forest mapping using 3D AI. Your expertise in obstacle avoidance, SLAM in cluttered environments, and LiDAR processing is crucial for their unique drone platform. Your ability to extract forest metrics from high-resolution 3D data supports precision forestry and inventory management.",https://deepforestry.com
Sumac Geomatics,Northern Ontario,"Sumac offers forestry inventory and photogrammetric services. Your skills in processing aerial imagery, 3D reconstruction, and geospatial analysis are directly applicable to their forest management products. Your experience with automating data extraction helps deliver accurate inventory reports to forestry clients.",https://sumacgeo.ca
Stratus Aerial Geomatics,Regional Ontario,"Stratus provides drone mapping and surveying for construction and development. Your background in photogrammetry, volumetric analysis, and site monitoring supports their construction services. Your ability to generate accurate digital terrain models helps clients track progress and manage earthworks efficiently.",https://stratusaerospace.com
MacLean Engineering,Collingwood/Sudbury,"MacLean manufactures mining EVs and tele-operation systems for underground use. Your experience with electric vehicle powertrains, battery management, and autonomous control is relevant to their electrified mining fleet. Your background in ruggedized underground robotics ensures their vehicles perform reliably in deep mines.",https://macleanengineering.com
Forward Water Technologies,Sarnia / Regional,"Forward Water develops industrial water treatment technology using forward osmosis. Your background in process control, automation, and optimizing industrial systems supports the deployment of their treatment plants. Your experience with data-driven monitoring helps ensure water quality compliance and system efficiency.",https://forwardwater.com
SimActive,Montreal,"SimActive develops ""Correlator3D,"" a high-end photogrammetry software for aerial data. Your deep expertise in photogrammetry algorithms, GPU acceleration, and processing satellite/aerial imagery makes you a power user or developer for their platform. Your experience with large-scale mapping projects aligns with their software's high-performance capabilities.",https://simactive.com
Kinova,Montreal,"Kinova builds assistive and medical robotic arms for diverse applications. Your experience with robotic manipulation, human-robot interaction, and precise control is directly applicable to their Jaco and Gen3 arms. Your background in developing safety-critical software ensures their robots interact safely with users in medical and industrial settings.",https://kinovarobotics.com
Volta Space Technologies,Montreal,"Volta is developing wireless power transmission for space assets. Your background in space systems, orbital mechanics, and energy systems supports their lunar power grid vision. Your experience with precision pointing and tracking is crucial for establishing reliable laser power links between satellites and lunar rovers.",https://voltaspace.com
MPB Communications,Montreal,"MPB develops optical inter-satellite links and fiber lasers for space missions. Your expertise in photonics, optical communication, and space hardware qualification is relevant to their laser terminal products. Your experience with high-reliability space systems ensures their optical links function in orbit for secure data transmission.",https://mpbcommunications.com
Rodeo FX,Montreal,"Rodeo FX is a world-class VFX studio using photogrammetry and digital assets for major films. Your skills in 3D scanning, texture generation, and high-fidelity rendering support their visual effects pipeline. Your experience automating artistic workflows helps artists focus on creativity while technology handles the asset generation.",https://rodeofx.com
LiDAR Services Int.,Calgary,"LSI provides airborne LiDAR data acquisition and processing services. Your proficiency in LiDAR point cloud classification, calibration, and terrain modeling is directly applicable to their survey operations. Your ability to handle massive geospatial datasets ensures timely delivery of high-quality mapping products to clients.",https://lidarservices.ca
Image Engine,Vancouver,"Image Engine is a VFX studio known for creature design and digital environments. Your background in computer graphics, simulation, and procedural generation supports their character and environment workflows. Your experience with rigorous software engineering helps build robust tools for their production pipeline.",https://image-engine.com
Sanctuary AI,Vancouver,"Sanctuary AI is building general-purpose humanoid robots with human-like intelligence. Your deep expertise in reinforcement learning, grasping, and cognitive architectures is central to developing their ""Carbon"" control system. Your experience with human-like manipulation and perception supports their mission to create robots that can perform any work task.",https://sanctuary.ai
A&K Robotics,Vancouver,"A&K develops autonomous mobility pods for airports and public spaces. Your background in social navigation, crowd interaction, and autonomous driving stacks is directly relevant to their self-driving wheelchairs. Your experience ensuring safety in populated environments is key for their deployment in busy venues like airports.",https://akrobotics.com
FOLKS VFX,Montreal,"FOLKS is a visual effects studio with a focus on digital assets and environments. Your skills in 3D modeling, photogrammetry, and asset optimization support their creation of realistic digital props and environments. Your experience with pipeline automation helps streamline asset distribution across their global network of studios.",https://folksvfx.com
Area X.O,Ottawa,"Area X.O is an R&D complex for autonomous vehicles and smart city tech. Your experience testing and validating autonomous systems in real-world conditions makes you an ideal user or partner for their facility. Your background in V2X communication and sensor infrastructure supports their connected mobility projects and testing capabilities.",https://areaxo.com
Invest Ottawa (Bayview Yards),Ottawa,"Invest Ottawa's incubator supports tech startups at Bayview Yards. Your experience as a founder/lead developer and your deep technical knowledge allow you to mentor early-stage companies or leverage their resources for growth. Your network in the Ottawa tech scene aligns with their community-building mission and economic development goals.",https://investottawa.ca
Kanata North Business Assoc.,Ottawa,"KNBA represents Canada's largest tech park, fostering the local ecosystem. Your role as a deep-tech professional in Ottawa connects you to the innovation ecosystem they foster. Your participation in their events and initiatives supports the growth of the local technology hub and connects you with key industry players.",https://kanatanorthba.com
COVE,"Dartmouth, NS","COVE is a hub for ocean technology innovation and commercialization. Your expertise in marine robotics and underwater systems makes you a key contributor to their collaborative environment. Your experience with ocean startups aligns with their mission to grow the blue economy through technical innovation.",https://coveocean.com
Creative Destruction Lab (CDL),Accelerator,"CDL is a deep-tech accelerator with a specialized space stream. Your background in space ventures (Obruta) and high-growth tech startups makes you a prime candidate for their mentorship or venture programs. Your experience scaling technical products aligns with their objective of building massive, scalable science-based companies.",https://creativedestructionlab.com
Velocity (UWaterloo),Incubator,"Velocity is an incubator with a strong focus on hardware and robotics startups. Your hands-on experience building robots and deploying hardware products aligns with their maker-centric culture. Your ability to bridge the gap between prototype and production supports their hardware startups in navigating the challenges of manufacturing.",https://velocityinc.com
National Research Council (NRC),Government,"The NRC conducts primary research, including aerospace and astronomy. Your M.A.Sc. research and experience with space systems make you a strong candidate for their aerospace research center. Your background in collaborating with government labs supports their scientific mandate to advance Canadian technology.",https://nrc.canada.ca
Canadian Space Agency (CSA),Government,"The CSA manages Canada's space program and R&D funding. Your experience with CSA-funded projects (STDP) and space mission development aligns with their strategic goals. Your expertise in rover navigation and space robotics supports their exploration initiatives and upcoming lunar missions.",https://asc-csa.gc.ca
DRDC,Government,"DRDC conducts defense research for the Canadian Armed Forces. Your background in autonomous systems, surveillance, and trusted AI is directly applicable to their defense technology priorities. Your experience with classified or sensitive projects ensures you can work in a secure research environment on critical national security technology.",https://canada.ca/drdc
CIPO,Government,"CIPO grants patents and manages intellectual property for Canada. Your deep technical knowledge in AI and robotics allows you to act as a subject matter expert or patent examiner in these high-growth fields. Your experience navigating the IP landscape for tech startups supports their innovation mandate and patent quality.",https://cipo.gc.ca
Wesley Clover,Investment Firm,"Wesley Clover is an investment firm and incubator for tech companies. Your experience with SaaS and deep-tech startups aligns with their investment thesis (L-SPARK). Your ability to drive technical growth in portfolio companies supports their venture building model and long-term value creation.",https://wesleyclover.com
L-SPARK,Accelerator,"L-SPARK is a SaaS and deep-tech accelerator based in Ottawa. Your background in scaling software platforms and enterprise AI solutions makes you a good fit for their acceleration programs. Your experience with B2B sales cycles in deep tech supports their focus on revenue growth and market traction for their cohorts.",https://l-spark.com
DAIR,Hub,"DAIR is an aerospace innovation hub in Toronto (Downsview). Your aerospace engineering background and experience with aviation tech connect you to their collaborative ecosystem. Your interest in advancing aerospace manufacturing and R&D aligns with their hub's goals to revitalize the Canadian aerospace sector.",https://dairhub.com
MaRS Discovery District,Hub,"MaRS is a massive innovation hub in Toronto supporting diverse ventures. Your experience with high-impact clean-tech or AI ventures fits well within their diverse ecosystem. Your ability to leverage their resources for scaling and commercialization supports venture growth and connects you with Toronto's broader tech community.",https://marsdd.com
Next AI,Accelerator,"Next AI is an accelerator for artificial intelligence ventures. Your deep expertise in modern AI (Transformers, RL, Generative AI) makes you a top candidate for their cohort or mentorship network. Your experience deploying AI in production aligns with their focus on commercializable AI solutions that solve real-world problems.",https://nextcanada.com/next-ai
Skilled Trades Ontario,Organization,"Skilled Trades Ontario promotes and certifies skilled trades. Your experience with industrial automation and robotics supports the evolution of trades towards high-tech manufacturing. Your background in bridging the gap between engineering and technical trades is valuable for workforce development and modernizing trade curricula.",https://skilledtradesontario.ca
Invest Nova Scotia,Organization,"Invest Nova Scotia serves as the primary economic development organization for the province, focusing on funding and scaling high-potential technology startups. This environment aligns with my background in leading R&D for deep-tech ventures like Obruta Space Solutions, where I navigated the transition from concept to deployment. My ability to assess technical feasibility in computer vision and robotics would be valuable in evaluating and supporting portfolio companies in the autonomous systems sector.",https://investnovascotia.ca
Shield AI,US / Remote,"Shield AI develops ""Hivemind,"" an AI pilot that enables autonomous aircraft to operate in high-threat, GPS-denied environments without remote operators. This directly correlates with my experience engineering vision-based guidance systems for spacecraft docking, where reliance on external signals is impossible. My expertise in reinforcement learning and deploying optimized models on edge hardware like NVIDIA Jetson would allow me to contribute immediately to your autonomous flight stacks.",https://shield.ai
Anduril,US / Remote,"Anduril builds advanced autonomous defense systems, leveraging sensor fusion and AI to create integrated awareness networks for national security. My background in developing multi-sensor perception pipelines for space situational awareness at ADGA Group is highly relevant to your mission. I can apply my skills in object detection and tracking under uncertainty to enhance the reliability of your autonomous sentry and aerial platforms.",https://anduril.com
Carbon Robotics,US / Remote,"Carbon Robotics manufactures AI-powered autonomous weeders that utilize high-speed computer vision and lasers to eliminate weeds without chemicals. The precision required for this task mirrors the high-fidelity perception systems I developed for spacecraft rendezvous, where pixel-perfect accuracy is critical. My experience optimizing deep learning models for real-time inference on edge devices would help ensure your robots maintain high throughput in the field.",https://carbonrobotics.com
Waymo,US / Remote,"Waymo is a leader in autonomous driving technology, deploying fully driverless vehicles that navigate complex urban environments using advanced lidar and camera fusion. My research into EKF-SLAM and particle filters for vehicle state estimation provides a strong theoretical foundation for understanding your navigation stack. Additionally, my practical experience dealing with unstructured measurement and 3D reconstruction would allow me to contribute to your perception and mapping teams.",https://waymo.com
Aurora,US / Remote,"Aurora is developing the Aurora Driver, a self-driving system designed to integrate seamlessly with both trucking and passenger vehicle platforms. My work on trajectory planning and collision avoidance for multi-agent systems aligns with the safety-critical nature of your autonomous trucking solutions. I can leverage my expertise in CUDA optimization to ensure your heavy-compute perception algorithms run efficiently on onboard hardware.",https://aurora.tech
Cruise,US / Remote,"Cruise focuses on building all-electric autonomous vehicles for ride-hailing services, tackling the immense challenge of urban autonomous navigation. My experience with novel visual-geo-coordination techniques for vehicle speed estimation demonstrates my ability to solve complex perception problems relevant to city driving. Furthermore, my background in validation and verification (V&V) for safety-regulated aerospace environments ensures I prioritize reliability in critical software deployment.",https://getcruise.com
OpenAI,US / Remote,"OpenAI is at the forefront of generative AI and Large Language Model research, creating systems that reason and generate content across multiple modalities. My recent work integrating Visual Language Models (VLMs) for unstructured 3D reconstruction at Obruta demonstrates my ability to apply these foundation models to spatial reasoning tasks. I am eager to apply my background in deep learning and data pipeline architecture to help scale and refine your next-generation AI models.",https://openai.com
Anthropic,US / Remote,"Anthropic is dedicated to building reliable, interpretable, and steerable AI systems, with a strong focus on AI safety and research. My experience developing robust evaluation frameworks for mission-critical perception systems ensures I approach AI development with the rigor required for safety-conscious deployment. My background in reinforcement learning and actor-critic methods would allow me to contribute effectively to your alignment and fine-tuning research.",https://anthropic.com
Scale AI,US / Remote,"Scale AI provides the essential data infrastructure and high-quality labeling services that power the world's most advanced machine learning models. Having curated the OGRS dataset and built custom data pipelines for domain adaptation, I understand the intricacies of data quality and its impact on model performance. My expertise in automated annotation and evaluation framework design would enable me to enhance your data engine for computer vision and robotics clients.",https://scale.com
Planet,US / Remote,"Planet operates the world's largest constellation of Earth observation satellites, delivering daily global imagery to monitor planetary change. My background in aerospace engineering and orbital mechanics, combined with my work on space-based image reconstruction, aligns perfectly with your mission. I can apply my skills in photogrammetry and super-resolution to extract higher fidelity insights from your vast satellite imagery archives.",https://planet.com
Maxar,US / Global,"Maxar delivers comprehensive space technology solutions and high-resolution Earth imagery, supporting both government and commercial missions. My experience at ADGA Group developing situational awareness applications for space directly overlaps with your core business of space intelligence. I can leverage my expertise in 3D reconstruction and satellite pose estimation to enhance your geospatial analytics and on-orbit servicing capabilities.",https://maxar.com
Spire,Global,"Spire leverages a constellation of multipurpose satellites to provide global data analytics for maritime, aviation, and weather tracking. My experience designing deep learning models to predict satellite collision risks from time-series orbital data is directly applicable to your maritime and aviation tracking challenges. I am eager to apply my skills in sensor fusion and distributed systems to extract actionable intelligence from your global data feeds.",https://spire.com
Wessex Archaeology,UK,"Wessex Archaeology combines heritage services with advanced geomatics, utilizing photogrammetry to preserve and document historical sites. My thesis work on deep feature detection and matching for pose estimation is directly transferable to the photogrammetric challenges of reconstructing complex archaeological finds. I can apply my expertise in Structure-from-Motion (SfM) to automate and improve the fidelity of your 3D heritage models.",https://wessexarch.co.uk
Ohio Valley Archaeology,US,"Ohio Valley Archaeology specializes in geophysical surveys and 3D modeling to document cultural resources non-invasively. My experience engineering end-to-end perception pipelines for 3D reconstruction from sparse data would allow me to enhance your modeling capabilities for fragmented archaeological sites. I am well-versed in processing sensor data to reveal geometric structures, a skill set that aligns with your goal of uncovering hidden historical features.",https://oviai.com
Point Cloud Solutions,National / Canada,"Point Cloud Solutions is a leading distributor of GeoSLAM technology, providing mobile mapping hardware for diverse surveying applications. My strong technical background in SLAM (Simultaneous Localization and Mapping) and LiDAR processing positions me to support clients in optimizing their scanning workflows. I can leverage my understanding of sensor noise characteristics to help your customers achieve higher accuracy in their digital twin generation.",https://pointcloudsolutions.ca
Shark Marine Technologies,"St. Catharines, ON","Shark Marine Technologies develops diver-held sonar and navigation systems like the Navigator to aid in search and recovery operations in turbid waters. The challenges of underwater navigation—specifically the lack of GPS and poor visibility—mirror the constraints I solved in space robotics using visual SLAM and sensor fusion. My experience optimizing perception algorithms for battery-powered embedded devices would directly benefit the development of your portable sonar units.",http://www.sharkmarine.com/
Matrix Heritage,"Ottawa, ON","Matrix Heritage conducts advanced marine archaeology and regulatory assessments, utilizing ROVs and sonar for underwater site documentation. My background in integrating visual data with geometric reconstruction techniques is highly relevant to your digital heritage and shipwreck modeling projects. I can apply my expertise in photogrammetry and sensor fusion to create high-fidelity 3D models from your ROV and sonar data streams.",https://www.matrixheritage.ca/
Stratus Aerial Geomatics,Ontario (General),"Stratus Aerial Geomatics specializes in using LiDAR for vegetation quantification and bathymetric mapping of stormwater ponds. My experience with point cloud processing and 3D reconstruction allows me to develop automated workflows for classifying vegetation and analyzing terrain topology. I can apply my knowledge of computer vision to extract precise volumetric measurements from your aerial datasets, enhancing client deliverables.",https://stratusgeomatics.ca/
3D Shipwrecks.org,Great Lakes Region,"3D Shipwrecks.org is a non-profit dedicated to preserving Great Lakes maritime history through detailed photogrammetric modeling of shipwrecks. My thesis on pose estimation and feature matching in unstructured environments is directly applicable to aligning imagery of deteriorating underwater structures. I am eager to apply my deep learning skills to automate the reconstruction process and improve the visual fidelity of these historical digital archives.",https://3dshipwrecks.org/
Canadian Seabed Research (CSR GeoSurveys),Nova Scotia / Ontario,"CSR GeoSurveys provides geophysical surveying and sub-bottom profiling to map seabed infrastructure and locate hazards like ghost gear. My experience with signal processing and object detection models enables me to interpret complex sensor data for anomaly detection. I can leverage my background in multi-sensor fusion to combine your sonar and magnetic data, improving the accuracy of your underwater mapping and recovery operations.",https://csrgeosurveys.com/
Silvacom,"Thunder Bay, ON","Silvacom specializes in Enhanced Forest Inventory (EFI), converting airborne LiDAR and imagery into detailed carbon accounting and forest management data. My expertise in handling large-scale 3D datasets and developing automated perception pipelines makes me well-suited to optimize your inventory algorithms. I can apply machine learning techniques to segment individual trees and estimate biomass more accurately from your remote sensing data.",https://www.silvacom.com/
Forsite Consultants,"Thunder Bay, ON","Forsite Consultants delivers high-resolution Individual Tree Inventory (ITI) and wildfire burn severity mapping to optimize forest management. My experience with computer vision for object detection and classification can be applied to identifying tree species and health status from aerial imagery. I am interested in using my skills in data analysis and modeling to enhance your wildfire impact assessments and silviculture planning tools.",https://forsite.ca/
Centre for Research & Innovation in the Bio-economy (CRIBE),"Thunder Bay, ON","CRIBE supports the development of next-generation forest bio-economy technologies, including cloud-based LiDAR solutions for forestry data. My background in building scalable cloud deployment pipelines for machine learning models aligns with your goal of modernizing forestry data analytics. I can leverage my experience with Docker and distributed systems to help architect robust platforms for processing and sharing massive LiDAR datasets.",https://cribe.ca/
Geosight,"Oshawa/GTA, ON","Geosight manufactures ruggedized cavity monitoring systems (CMS) and borehole scanners for underground mining environments. My experience developing robust perception systems for harsh, safety-critical space environments translates directly to the rugged requirements of underground mining. I can apply my knowledge of SLAM and sensor calibration to ensure your scanners deliver accurate 3D models even in challenging, GPS-denied subsurface conditions.",https://geosight.ca/
Ollerhead & Associates,"Yellowknife, NT (serving ON)","Ollerhead & Associates provides specialized surveying services in the North, focusing on cavity and void scanning in permafrost and remote mining sites. My expertise in state estimation and 3D reconstruction is critical for generating accurate models of irregular underground voids where traditional access is impossible. I am accustomed to designing software that performs reliably in extreme environments, ensuring your data processing pipelines remain robust in the field.",https://ollerhead.ca/
True North Surveys,Northern Ontario / Quebec,"True North Surveys offers precision mining surveys, including drill alignment and the use of advanced gyroscopic tools. My background in aerospace GNC (Guidance, Navigation, and Control) gives me a deep understanding of the coordinate transformations and sensor fusion required for high-precision alignment. I can apply my programming skills to automate data reduction and improve the accuracy of your gyroscopic survey workflows.",https://www.truenorthsurveys.ca/
Technica Mining,"Sudbury, ON","Technica Mining focuses on underground construction and shaft maintenance, utilizing scanning technology to monitor infrastructure health. My experience developing automated defect detection systems using computer vision is directly applicable to inspecting mine shafts for structural anomalies. I can leverage my skills in 3D change detection to help you track wear and tear over time, enhancing safety and predictive maintenance schedules.",https://technicamining.com/
Jenish Forensic Engineering,"Oshawa, ON","Jenish Forensic Engineering utilizes terrestrial laser scanning and vehicle crush analysis to reconstruct complex collisions. My research into vehicle speed estimation and photogrammetry provides a strong technical basis for analyzing crash dynamics from scanned data. I can apply my physics-based simulation and 3D modeling skills to create accurate, defensible reconstructions of accident scenarios.",https://www.jenish.ca/
Arcon Forensic Engineers,"Richmond Hill, ON","Arcon Forensic Engineers specializes in evidence preservation scanning and integrating black box data for forensic analysis. My experience in validating sensor data and correlating it with physical models allows me to rigorously analyze black box logs alongside 3D scan data. I can apply my background in state estimation to reconstruct the sequence of events leading up to an incident with high precision.",https://arconforensics.com/
Bigelow Accident Reconstruction Inc.,"Newmarket/GTA, ON","Bigelow Accident Reconstruction focuses on pedestrian impact analysis and human factors, leveraging 3D scanning to understand visibility and timing. My work on vision-based object detection and trajectory prediction is highly relevant to analyzing line-of-sight and reaction times in pedestrian accidents. I can use my simulation experience to model different impact scenarios, providing data-driven insights into liability and causality.",https://barinc.ca/
